,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
834,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,81,Yes,exterior, floor 2,550000
835,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,165,Yes,interior, floor 5,1290000
836,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,4,95,Yes,exterior, floor 2,390000
837,Barcelona,Horta-Guinardó,la Teixonera,good condition,Flat,3,61,No,exterior, floor 2,125000
838,Barcelona,Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,1,53,Yes,interior,mezzanine,115000
839,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,102,Yes,exterior, floor 9,675000
840,Barcelona,Sant Martí,el Besòs i el Maresme,good condition,Flat,3,97,Yes,exterior, floor 7,359000
841,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,152,Yes,exterior, floor 1,675000
842,Barcelona,Les Corts,Pedralbes,good condition,Penthouse,4,338,Yes,exterior, floor 2,2250000
843,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,170,Yes,exterior, floor 8,795000
844,Barcelona,Eixample,el Fort Pienc,good condition,Flat,2,106,Yes,exterior,mezzanine,400000
845,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,100,Yes,exterior, floor 2,369000
846,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,172,Yes,exterior,mezzanine,1295000
847,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,136,Yes,exterior, floor 3,1150000
848,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Penthouse,3,188,Yes,exterior, floor 21,2500000
849,Barcelona,Ciutat Vella,el Raval,good condition,Flat,4,200,Yes,exterior, floor 4,1250000
850,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,91,Yes,exterior, floor 9,538000
851,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,145,Yes,exterior, floor 10,1300000
852,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,169,Yes,exterior,mezzanine,995000
853,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,91,Yes,exterior, floor 3,630000
854,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,198,Yes,exterior, floor 4,1600000
855,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,82,Yes,exterior, floor 1,260000
856,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,4,191,Yes,exterior, floor 5,2300000
857,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,4,109,Yes,exterior, floor 1,529000
858,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,2,72,Yes,exterior, floor 4,395000
859,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,145,Yes,exterior, floor 6,760000
860,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,74,Yes,exterior, floor 1,495000
861,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,134,Yes,exterior,ground floor,449000
862,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,189,Yes,exterior, floor 5,930000
863,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,139,Yes,exterior, floor 2,1150000
864,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,57,No,exterior, floor 2,345000
865,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,106,Yes,exterior, floor 1,699000
866,Barcelona,Eixample,la Sagrada Família,good condition,Flat,5,198,Yes,exterior, floor 6,790000
867,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,120,Yes,exterior, floor 5,649999
868,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,5,197,Yes,exterior,mezzanine,990000
869,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,70,Yes,exterior, floor 4,289000
870,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,83,Yes,exterior, floor 2,330000
871,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,3,92,Yes,exterior, floor 3,399000
872,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,2,75,Yes,exterior,ground floor,215000
873,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,2,100,Yes,exterior, floor 3,499900
874,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,120,Yes,exterior, floor 4,545000
875,Barcelona,Sant Martí,el Besòs i el Maresme,good condition,Flat,5,201,Yes,exterior, floor 14,860000
876,Barcelona,Sant Andreu,el Bon Pastor,good condition,Flat,3,78,No,exterior, floor 2,178000
877,Barcelona,Horta-Guinardó,Horta,good condition,Flat,3,53,Yes,exterior, floor 1,185000
878,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,2,71,Yes,exterior, floor 3,260000
879,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,100,Yes,exterior, floor 3,469000
880,Barcelona,Sant Andreu,la Sagrera,good condition,Flat,3,70,Yes,exterior, floor 2,256000
881,Barcelona,Sants-Montjuïc,Sants,good condition,Detached,4,420,No,exterior,Multiple,1450000
882,Barcelona,Sant Andreu,el Bon Pastor,good condition,Flat,2,62,No,exterior, floor 2,129000
883,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,72,Yes,exterior, floor 1,335000
884,Barcelona,Sants-Montjuïc,la Bordeta,good condition,Flat,4,103,Yes,exterior, floor 5,422000
885,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,107,Yes,exterior,mezzanine,399000
886,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,63,No,exterior, floor 1,285000
887,Barcelona,Eixample,el Fort Pienc,good condition,Flat,4,103,Yes,exterior,mezzanine,369000
888,Barcelona,Sant Andreu,Navas,good condition,Penthouse,3,67,Yes,exterior, floor 6,240000
889,Barcelona,Sant Martí,el Poblenou,good condition,Flat,3,92,Yes,exterior, floor 2,359000
890,Barcelona,Sant Martí,el Besòs i el Maresme,good condition,Flat,5,206,Yes,exterior, floor 14,874800
891,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,214,Yes,exterior, floor 3,1750000
892,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,58,Yes,interior, floor 2,145000
893,Barcelona,Les Corts,les Corts,good condition,Flat,4,96,Yes,exterior, floor 4,385000
894,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,2,69,Yes,exterior, floor 2,270000
895,Barcelona,Sant Martí,el Clot,good condition,Flat,3,94,Yes,exterior, floor 1,295000
896,Barcelona,Sant Martí,la Verneda i la Pau,good condition,Flat,4,92,Yes,exterior,mezzanine,210000
897,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,105,Yes,interior, floor 7,499000
898,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,76,Yes,exterior, floor 5,295000
899,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,4,140,Yes,exterior, floor 7,670000
900,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,93,Yes,exterior, floor 6,345000
901,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,70,Yes,exterior, floor 1,280000
902,Barcelona,Horta-Guinardó,Horta,good condition,Flat,3,65,Yes,exterior,mezzanine,199000
903,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,78,No,exterior, floor 4,266000
904,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,2,80,Yes,exterior, floor 11,560000
905,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,3,88,Yes,exterior, floor 1,230000
906,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,128,Yes,exterior, floor 6,850000
907,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,2,85,No,exterior, floor 1,210000
908,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,86,Yes,exterior, floor 8,420000
909,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,115,Yes,exterior, floor 1,995000
910,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,3,75,Yes,interior, floor 2,215000
911,Barcelona,Nou Barris,Porta,good condition,Flat,3,68,Yes,exterior, floor 6,200000
912,Barcelona,Les Corts,les Corts,good condition,Flat,4,95,Yes,exterior, floor 7,570000
913,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,118,Yes,exterior, floor 4,610000
914,Barcelona,Les Corts,les Corts,good condition,Flat,4,131,Yes,exterior, floor 2,449000
915,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,140,Yes,exterior, floor 7,675000
916,Barcelona,Sant Andreu,Navas,good condition,Flat,2,74,No,exterior,mezzanine,200000
917,Barcelona,Les Corts,les Corts,good condition,Flat,4,100,Yes,exterior, floor 7,560000
918,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,107,Yes,exterior, floor 2,500000
919,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,2,101,Yes,exterior, floor 8,800000
920,Barcelona,Sant Andreu,Sant Andreu,good condition,Flat,3,75,Yes,exterior, floor 5,199000
921,Barcelona,Sant Andreu,Sant Andreu,good condition,Flat,4,119,Yes,exterior, floor 1,279900
922,Barcelona,Gràcia,la Vila de Gràcia,good condition,Terraced,4,200,No,exterior,Multiple,770000
923,Barcelona,Eixample,Sant Antoni,good condition,Flat,4,97,Yes,exterior, floor 1,375000
924,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,145,No,exterior, floor 3,450000
925,Barcelona,Eixample,Sant Antoni,good condition,Flat,2,86,Yes,exterior, floor 1,420000
926,Barcelona,Ciutat Vella,la Barceloneta,good condition,Flat,3,89,Yes,exterior, floor 2,450000
927,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,120,Yes,interior, floor 1,660000
928,Barcelona,Ciutat Vella,el Raval,good condition,Flat,1,29,No,exterior, floor 1,119000
929,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,67,Yes,exterior, floor 5,230000
930,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,3,85,Yes,exterior, floor 1,445000
931,Barcelona,Horta-Guinardó,la Font d'en Fargues,good condition,Flat,2,58,Yes,exterior, floor 1,284000
932,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,69,Yes,exterior,ground floor,310000
933,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,3,69,No,exterior, floor 1,259000
934,Barcelona,Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,3,62,Yes,exterior, floor 5,215000
935,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,3,56,No,exterior, floor 2,199000
936,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,53,Yes,exterior, floor 5,260000
937,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Semi-detached,3,220,No,exterior,Multiple,950000
938,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,4,112,Yes,exterior, floor 1,379000
939,Barcelona,Ciutat Vella,el Raval,good condition,Flat,4,143,No,exterior, floor 2,410000
940,Barcelona,Les Corts,les Corts,good condition,Flat,2,95,Yes,exterior, floor 1,530500
941,Barcelona,Les Corts,les Corts,good condition,Flat,2,100,Yes,exterior, floor 4,630000
942,Barcelona,Les Corts,les Corts,good condition,Flat,2,102,Yes,exterior, floor 1,550000
943,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,2,88,Yes,exterior, floor 2,646000
944,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,153,No,exterior, floor 1,570000
945,Barcelona,Les Corts,Pedralbes,good condition,Flat,4,215,Yes,exterior, floor 7,1050000
946,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,2,88,No,exterior, floor 2,440000
947,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Detached,3,220,No,exterior,Multiple,890000
948,Barcelona,Eixample,el Fort Pienc,good condition,Flat,1,46,Yes,exterior, floor 3,297000
949,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,234,Yes,exterior,ground floor,1100000
950,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,2,50,Yes,exterior,mezzanine,290000
951,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,4,149,Yes,exterior, floor 6,960000
952,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,86,No,exterior, floor 2,359000
953,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,81,No,exterior, floor 2,440000
954,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,280,Yes,exterior,ground floor,2750000
955,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,219,Yes,exterior, floor 1,1280000
956,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Detached,4,323,No,exterior,Multiple,1890000
957,Barcelona,Sant Martí,el Poblenou,good condition,Detached,3,136,No,exterior,Multiple,890000
958,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,103,Yes,exterior, floor 1,680000
959,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,4,120,No,interior, floor 1,499000
960,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,91,Yes,exterior, floor 1,375000
961,Barcelona,Sant Martí,el Poblenou,good condition,Flat,1,56,Yes,exterior, floor 2,432000
962,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,2,58,Yes,exterior, floor 2,435000
963,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,6,546,No,exterior,Multiple,1750000
964,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,318,Yes,exterior, floor 4,2500000
965,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Detached,3,265,No,exterior,Multiple,2750000
966,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,6,380,No,exterior,Multiple,1850000
967,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Detached,5,376,No,exterior,Multiple,1150000
968,Barcelona,Les Corts,Pedralbes,good condition,Detached,8,750,No,exterior,Multiple,5800000
969,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,191,Yes,exterior, floor 1,1175000
970,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,6,300,Yes,exterior, floor 5,1550000
971,Barcelona,Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,3,106,Yes,exterior, floor 2,417000
972,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,147,Yes,exterior, floor 14,960000
973,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,137,No,exterior,ground floor,370000
974,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,4,256,Yes,exterior,ground floor,1295000
975,Barcelona,Les Corts,Pedralbes,good condition,Penthouse,5,598,Yes,exterior, floor 4,2490000
976,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,1,95,Yes,exterior,ground floor,575000
977,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,2,87,No,exterior,mezzanine,460000
978,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Penthouse,2,100,Yes,exterior, floor 2,649000
979,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Detached,5,585,No,exterior,Multiple,2350000
980,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,72,Yes,exterior, floor 6,390000
981,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Penthouse,4,555,Yes,exterior, floor 5,2150000
982,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,2,50,No,exterior,mezzanine,189000
983,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,2,62,Yes,exterior,mezzanine,235000
984,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,good condition,Flat,2,56,Yes,exterior, floor 1,295800
985,Barcelona,Horta-Guinardó,Horta,good condition,Terraced,4,197,No,exterior,Multiple,480000
986,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,good condition,Flat,3,75,Yes,exterior, floor 6,276000
987,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Detached,5,582,No,exterior,Multiple,1690000
988,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,2,80,Yes,exterior, floor 1,340000
989,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,95,No,exterior, floor 1,345000
990,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,90,Yes,interior, floor 5,350000
991,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,95,Yes,exterior, floor 1,299000
992,Barcelona,Eixample,la Sagrada Família,good condition,Flat,2,80,Yes,exterior,mezzanine,255000
993,Barcelona,Les Corts,les Corts,good condition,Flat,3,131,Yes,exterior, floor 3,564900
994,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,2,87,Yes,exterior, floor 1,315000
995,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,4,82,Yes,exterior, floor 7,310000
996,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,4,95,Yes,exterior, floor 2,359900
997,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,63,Yes,exterior, floor 6,235000
998,Barcelona,Sant Andreu,Navas,good condition,Flat,4,93,Yes,exterior, floor 2,329000
999,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,117,Yes,exterior, floor 1,280000
1000,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,4,100,Yes,exterior, floor 5,300000
1001,Barcelona,Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,4,93,Yes,exterior, floor 6,335000
1002,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,61,Yes,exterior, floor 4,299000
1003,Barcelona,Horta-Guinardó,la Teixonera,good condition,Flat,3,90,No,exterior, floor 2,230000
1004,Barcelona,Horta-Guinardó,Horta,good condition,Flat,3,91,Yes,exterior, floor 1,415000
1005,Barcelona,Sants-Montjuïc,Sants - Badal,good condition,Flat,1,41,No,exterior,ground floor,215000
1006,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,71,Yes,exterior, floor 3,359000
1007,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,1,47,No,exterior,mezzanine,280000
1008,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,91,Yes,exterior, floor 1,690000
1009,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,4,130,Yes,exterior, floor 3,575000
1010,Barcelona,Sant Martí,el Clot,good condition,Flat,3,82,Yes,exterior, floor 3,239900
1011,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,55,No,exterior, floor 3,225000
1012,Barcelona,Eixample,Sant Antoni,good condition,Flat,2,81,Yes,exterior, floor 1,420000
1013,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,69,Yes,exterior, floor 2,379000
1014,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Penthouse,3,130,Yes,exterior, floor 8,435000
1015,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,5,131,Yes,exterior, floor 6,550000
1016,Barcelona,Les Corts,les Corts,good condition,Penthouse,4,139,Yes,exterior, floor 4,840000
1017,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,73,Yes,exterior, floor 5,300000
1018,Barcelona,Sants-Montjuïc,la Marina de Port,good condition,Flat,3,90,Yes,exterior, floor 6,199000
1019,Barcelona,Horta-Guinardó,Horta,good condition,Flat,4,69,Yes,exterior, floor 3,198000
1020,Barcelona,Sant Andreu,Sant Andreu,good condition,Flat,2,70,Yes,exterior, floor 3,285000
1021,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,250,Yes,exterior,ground floor,1100000
1022,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,3,131,Yes,exterior, floor 2,260000
1023,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,107,Yes,exterior, floor 2,495000
1024,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,3,46,No,exterior, floor 2,195000
1025,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,176,Yes,exterior, floor 4,740000
1026,Barcelona,Sant Martí,el Clot,good condition,Duplex,3,135,Yes,exterior,ground floor,575000
1027,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,72,Yes,interior, floor 6,369000
1028,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,70,No,exterior, floor 2,400000
1029,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Duplex,4,221,Yes,exterior, floor 6,1690000
1030,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Terraced,3,72,No,exterior,Multiple,295000
1031,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,4,114,Yes,exterior, floor 5,410000
1032,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,251,Yes,exterior, floor 2,1630000
1033,Barcelona,Eixample,la Sagrada Família,good condition,Duplex,3,121,Yes,exterior,ground floor,595000
1034,Barcelona,Ciutat Vella,el Raval,good condition,Flat,2,55,No,exterior, floor 3,160000
1035,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,4,133,Yes,exterior, floor 5,495000
1036,Barcelona,Sant Martí,el Poblenou,good condition,Flat,2,75,Yes,exterior, floor 1,398000
1037,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,90,Yes,exterior, floor 1,800000
1038,Barcelona,Sant Martí,el Besòs i el Maresme,good condition,Flat,2,66,Yes,exterior, floor 4,169000
1039,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Duplex,3,105,Yes,exterior,ground floor,695000
1040,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,96,Yes,exterior, floor 2,350000
1041,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,290,Yes,exterior, floor 8,1690000
1042,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,264,Yes,exterior,ground floor,3500000
1043,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,82,Yes,exterior, floor 2,550000
1044,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,5,183,Yes,exterior, floor 4,699000
1045,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,91,Yes,exterior, floor 1,375000
1046,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,1,85,Yes,exterior, floor 2,329000
1047,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,2,198,Yes,exterior,mezzanine,1280000
1048,Barcelona,Ciutat Vella,la Barceloneta,good condition,Flat,3,83,No,exterior, floor 2,395000
1049,Barcelona,Les Corts,Pedralbes,good condition,Flat,5,314,Yes,exterior, floor 1,2400000
1050,Barcelona,Sant Martí,el Poblenou,good condition,Flat,3,115,Yes,exterior, floor 25,1090000
1051,Barcelona,Les Corts,Pedralbes,good condition,Flat,4,218,Yes,exterior, floor 2,2250000
1052,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,130,Yes,exterior, floor 1,1290000
1053,Barcelona,Sants-Montjuïc,Hostafrancs,good condition,Flat,4,80,Yes,exterior, floor 1,280000
1054,Barcelona,Les Corts,Pedralbes,good condition,Detached,6,686,No,exterior,Multiple,4600000
1055,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,118,Yes,exterior,mezzanine,495000
1056,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Detached,3,582,No,exterior,Multiple,1690000
1057,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Detached,5,374,No,exterior,Multiple,1950000
1058,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,281,Yes,exterior, floor 2,1500000
1059,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,160,Yes,exterior, floor 4,875000
1060,Barcelona,Ciutat Vella,la Barceloneta,good condition,Flat,2,35,No,exterior, floor 3,190000
1061,Barcelona,Gràcia,la Vila de Gràcia,good condition,Penthouse,2,49,Yes,exterior, floor 7,245000
1062,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,84,Yes,exterior, floor 2,299000
1063,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,5,412,No,exterior,Multiple,2100000
1064,Barcelona,Nou Barris,Porta,good condition,Flat,2,55,No,exterior, floor 2,170000
1065,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,1,40,Yes,exterior, floor 4,198000
1066,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Detached,3,175,No,exterior,Multiple,1130000
1067,Barcelona,Sant Martí,el Poblenou,good condition,Flat,2,73,Yes,exterior, floor 2,375000
1068,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Penthouse,7,500,Yes,exterior, floor 6,2950000
1069,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,6,355,Yes,exterior, floor 2,2300000
1070,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,5,257,Yes,exterior, floor 1,1650000
1071,Barcelona,Sants-Montjuïc,Sants,good condition,Detached,4,334,No,exterior,Multiple,797000
1072,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,4,111,Yes,exterior, floor 1,495000
1073,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,147,Yes,exterior, floor 1,1850000
1074,Barcelona,Eixample,la Sagrada Família,good condition,Penthouse,3,180,Yes,exterior, floor 7,765000
1075,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Detached,9,545,No,exterior,Multiple,3900000
1076,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,112,Yes,exterior, floor 3,499000
1077,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,3,123,Yes,exterior, floor 9,1190000
1078,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,80,Yes,exterior, floor 3,650000
1079,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,77,Yes,exterior, floor 2,340000
