,prices,address,description
726,"455,000€","Flat / Apartment in calle Manigua, 43, El Congrés i els Indians, Barcelona",2 bed 143 m² Ground floor exterior with lift 
727,"467,000€","Flat / Apartment in calle Manigua, 43, El Congrés i els Indians, Barcelona",3 bed 98 m² Floor 4 exterior with lift 
728,"458,000€","Flat / Apartment in calle Manigua, 43, El Congrés i els Indians, Barcelona",3 bed 94 m² Floor 4 exterior with lift 
729,"590,000€","Penthouse in avenida de Frederic Rahola, 49, La Font d'En Fargues, Barcelona",3 bed 85 m²  exterior with lift 
730,"738,000€","Penthouse in avenida de Frederic Rahola, 49, La Font d'En Fargues, Barcelona",3 bed 135 m²  exterior with lift 
731,"290,000€","Flat / Apartment in El Guinardó, Barcelona",2 bed 56 m²  exterior with lift 
732,"390,000€","Penthouse in El Guinardó, Barcelona",2 bed 67 m²  exterior with lift 
733,"385,000€","Flat / Apartment in El Guinardó, Barcelona",2 bed 107 m²  exterior with lift 
734,"395,000€","Flat / Apartment in El Guinardó, Barcelona",2 bed 111 m²  exterior with lift 
735,"330,000€","Flat / Apartment in El Guinardó, Barcelona",2 bed 56 m²  exterior with lift 
